alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality
EPA00005106,2026-09-09 09:07:37,2026-09-13 19:07:00,LPT-10464,EMP10464,Kaspersky,Browser hijack attempt,MEDIUM,Unassigned,Endpoint protection detected suspicious activity on host.,,python.exe,c4e2b1cd49d3258a8d903093527f503b9228a214b77094226a27db326e701b6c,admin,Low
EPA00006603,,,,EMP12762,SYMANTEC,ransomware_behavior,MEDIUM,Active,Endpoint protection detected suspicious activity on host.,,excel.exe,,admin,LOW
EPA00003292,,2026-08-15 17:05:38,LPT_11015,EMP11015,Carbon Black,suspicious_powershell,MEDIUM,Active,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,8345C86EBB6A50CA957034AB849219045399320C45F9463E0D8AC79E385D0515,unassigned,
EPA00003674,2026-08-09 05:30:20,,VDR-12976,EMP12976,Defender,Ransomware Activity,MEDIUM,In Progress,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,db6eec73950a320f8bc41e6604afa33b508e313b34ad7be6a2881cae8f5d96c4,,CRITICAL
EPA00002409,2026-08-03 11:45:00,2026-08-04 04:45:00,ws-10219,EMP10219,Quick Heal,Unusual admin share access,HIGH,RESOLVED,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,chrome.exe,979460cdab09dc225b0f5765d76ddddb4ee5eafd924756a05fdc31abe9f8bff8,soc.analyst1,CRITICAL
EPA00007681,2026-08-18 17:05:03,2026-08-19 11:05:03,VDR-12174,EMP12174,Kaspersky,suspicious_powershell,HIGH,Not Malicious,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,c705890933b1950cbc13d022955f51dccad0ef13b6c6c5cdca9d1e9c62da2bf2,,M
EPA00001328,2026-02-09 07:22:35,2026-09-06 09:22:35,LPT-11346,EMP11346,Quick Heal,Suspicious PowerShell Execution,CRITICAL,Unassigned,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,cmd.exe,40c12256e2e937ef29fe67fc21dcfea7b983ee824c41394e01a6d0fa269f75e9,,High
EPA00007712,,2026-08-03 05:20:21,lpt-11841,EMP11841,Windows Defender,Lateral movement detected,LOW,Closed,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,e33496ff4ecb990d707bedb623e83f3af443589c20a78a3df80d606524c2e8b9,soc.analyst2,M
EPA00005774,2026-08-14 14:23:03,2026-08-13 21:23:03,LPT-11151.corp.local,EMP11151,SYMANTEC,Credential dumping attempt,LOW,In Progress,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,powershell.exe,d3cec770dbc89e7ad09a2d88d62a34e2,soc.analyst1,MEDIUM
EPA00005407,2026-08-13 04:40:42,2026-08-15 03:40:42,WS-10994,EMP10994,Kaspersky,Trojan:Win32,MEDIUM,Unassigned,Process attempted to access sensitive directory.,,excel.exe,,incident.team,L
EPA00006790,2026-08-14 02:54:37,,VDR-12989,EMP12989,SentinelOne,USB device blocked,LOW,WIP,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,cmd.exe,288A231DF440B760EFBE8C6DD47E3C5566216849A883F394D58A23AF5FFCAE81,,M
EPA00004910,,2026-08-08 02:40:00,LPT-12888,EMP12888,SYMANTEC,Trojan:Win32,LOW,O,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,cmd.exe,,,L
EPA00004441,2026-09-02 15:09:00,2026-04-09 04:09:49,LPT-12476,EMP12476,Defender,MALWARE_DETECTED,LOW,Resolved,Alert triggered by abnormal network connection.,,cmd.exe,1659E21868CADF825DD098E4E2A287A00193041627869A5BF666FB4EF2038BD1,,Low
EPA00006916,,2026-09-08 05:41:00,LPT-11431,EMP11431,SYMANTEC,Ransomware Activity,HIGH,New,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,python.exe,36581318119ec65324349165ec1ee6358907a16661d8d123e9aa85b7521cf104,,
EPA00000987,2026-08-29 03:44:27,,VDR-12847,EMP12847,Quick Heal,Malware detected,LOW,Open,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,067463d0c183cb2a938765c52a34da5f2e947382f8967bb5010598f14ecdd6bf,soc.analyst1,M
EPA00006580,2026-08-30 08:34:08,,WS-10399,EMP10399,Kaspersky,Browser hijack attempt,MEDIUM,In Progress,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,7d7432ecd4302655f56c73a5386d9c013638b61621c46032b78e4ff675ad106b,admin,LOW
EPA00007520,2026-08-22 02:57:20,2026-08-22 00:00:00,WS-11252,EMP11252,Kaspersky,Ransomware Activity,LOW,NEW,Alert triggered by abnormal network connection.,E:\Backup\data.rar,chrome.exe,321805af758584c3921aa571741d6446dd988037ae7f392e98e46446cd2676d0,,
EPA00007119,2026-08-15 00:00:00,2026-08-16 21:02:30,VDR-10455,EMP10455,Windows Defender,Ransomware Activity,CRITICAL,In Progress,Alert triggered by abnormal network connection.,E:\Backup\data.rar,excel.exe,,incident.team,MEDIUM
EPA00006854,2026-09-01 12:11:16,,VDR-12277,EMP12277,Defender,Phishing URL blocked,CRITICAL,Active,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,cmd.exe,32a182c25137376a3ecdf7fb7e39a45d7759e3a95125e2d2e32adc3a90f8d801,unassigned,M
EPA00004050,,2026-08-10 18:55:00,LPT-12169.corp.local,EMP12169,Carbon Black,Unusual admin share access,MEDIUM,R,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,,,incident.team,
EPA00003486,2026-08-22 10:42:57,2026-08-24 05:42:57,LPT-11825,EMP11825,Quick Heal,Unauthorized USB,LOW,Resolved,Multiple failed attempts to disable security agent.,,cmd.exe,547d6e9d6ef0147b5641936b3b5df4588cdcabfbdce260e95efd2a4bb3c04752,unassigned,HIGH
EPA00002475,2026-05-09 05:27:16,2026-09-09 07:27:16,WS-12594,EMP12594,Windows Defender,Unusual admin share access,LOW,Active,Endpoint protection detected suspicious activity on host.,,explorer.exe,49015acf0ef312f4809d4b6c5b626b4e5c833e59631b52bb3758fdbee971c47b,incident.team,
EPA00005239,2026-09-04 00:00:00,2026-09-05 22:10:00,LPT-12186,EMP12186,McAfee,MALWARE_DETECTED,MEDIUM,N,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,msedge.exe,1579e0d27029807b8a96e11cd156f46b16c4cf1dce2766cbe,admin,
EPA00003874,,2026-12-09 01:54:11,LPT-10580,EMP10580,Kaspersky,MALWARE_DETECTED,MEDIUM,N,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,,soc.analyst1,CRITICAL
EPA00001199,,2026-06-09 08:28:58,LPT-12578,EMP12578,Kaspersky,Unauthorized USB,HIGH,Resolved,Multiple failed attempts to disable security agent.,,excel.exe,2794b6adda840c8cee9428c6314bb9e20a8b87bce57ceb28e80506d7dbbbf011,admin,High
EPA00004182,2026-08-02 00:00:00,2026-08-07 13:14:45,WS-12908,EMP12908,CrowdStrike,Unusual admin share access,LOW,Active,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,,3c119d1c466169ab1fdc25d1866d21a71b87c1c22c58356c1c30ca7228957529,soc.analyst2,Critical
EPA00001519,,,WS-11515,EMP11515,Quick Heal,MALWARE_DETECTED,MEDIUM,RESOLVED,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,4caf4b3547fce59aac451172af5b4baf8bde540d6bcb31af5751ac7da579bdde,incident.team,MEDIUM
EPA00006867,2026-08-21 00:00:00,2026-08-23 02:44:42,VDR-11681,EMP11681,McAfee,Browser hijack attempt,MEDIUM,R,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,,,
EPA00005478,2026-08-28 08:40:00,,VDR-11256,EMP11256,Windows Defender,USB device blocked,MEDIUM,NEW,Endpoint agent blocked execution. Review required.,,python.exe,d9581813c9373d5cd4a2efc8b82ce9036722e9e4bb3db875c701f94c0f4bca49,,HIGH
EPA00001800,2026-08-25 02:09:13,,WS-12390.corp.local,EMP12390,Defender,Unauthorized USB,MEDIUM,N,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,powershell.exe,7b4253677e715500f89b6220f0bcb502b79a110f41358313b205a35fec9df4de,incident.team,LOW
EPA00001015,2026-11-08 06:27:51,,vdr-10514,EMP10514,Quick Heal,Unauthorized USB,LOW,Active,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,6669a228af68fb6aea2a5e2710b8aa84e8483907e32475f356ef0dfed987a31d,,CRITICAL
EPA00000129,2026-08-25 00:49:33,,VDR-12917,EMP12917,Kaspersky,MALWARE_DETECTED,HIGH,False Positive,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,winword.exe,5d654edd0aeecb01b17afc1c805e8d4624a5a68c2c6af9f2efb4cb6d933d60f5,,M
EPA00001365,2026-08-12 04:47:23,,WS-11194,EMP11194,Kaspersky,suspicious_powershell,MEDIUM,New,Suspicious script execution observed. Logs attached.,,chrome.exe,10dbb91b6403a82aed6535e3d5d755028574f8abf63582b6643dd8409409fa12,soc.analyst1,LOW
EPA00006382,,2026-08-16 17:38:44,LPT-12444,EMP12444,Quick Heal,suspicious_powershell,LOW,Investigating,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,5f1416e66acae93137d485a8b48086aab3f67b7b5684971805fab483d2fa7961,,H
EPA00004471,2026-08-19 00:00:00,2026-08-22 01:48:55,VDR-11942,EMP11942,Quick Heal,Suspicious PowerShell Execution,MEDIUM,Unassigned,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,powershell.exe,f80886900d447d4bad358c055cb45627eebf6fcc1356b31a946d980a924eb17c,soc.analyst1,Medium
EPA00000892,2026-09-04 17:21:00,2026-09-08 00:00:00,VDR-12025,EMP12025,Defender,Unusual admin share access,MEDIUM,Not Malicious,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,,81EF439DB23AF238329B3A369B807A7E34B17E79A7408DD9F55157EF4DB8427D,soc.analyst2,CRITICAL
EPA00002794,2026-09-03 00:00:00,2026-06-09 03:48:51,LPT-12014,EMP12014,SentinelOne,USB device blocked,LOW,In Progress,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,python.exe,351da6e74bd682cdbe7fa94df080309c928704f0b1b48e604a642e168af82a5a,soc.analyst2,HIGH
EPA00006949,,2026-09-07 06:22:17,vdr-10562,EMP10562,Carbon Black,Suspicious PowerShell Execution,LOW,Open,Process attempted to access sensitive directory.,C:\Users\user\Desktop\salary.xlsx,,480d6e47e6c774c2d213411321af95f6c495c7f1e9a6ac0023676702fa7fae4a,admin,CRITICAL
EPA00005456,2026-08-30 18:25:38,2026-09-02 21:25:38,VDR-11599,EMP11599,SYMANTEC,USB device blocked,LOW,Unassigned,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,unknown,6adf54733257ef6858ad4d1f5e06596b148147d31d,incident.team,MEDIUM
EPA00004404,,2026-08-08 05:01:56,LPT-12672,EMP12672,Defender,Suspicious PowerShell Execution,LOW,New,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,msedge.exe,b41a016d24952e51b9cffe219282f9706cc6433db92b8501fdd9149c4257aa67,,High
EPA00007887,,2026-09-02 08:13:00,WS-12204,EMP12204,Quick Heal,Ransomware Activity,MEDIUM,New,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,,admin,LOW
EPA00005414,2026-08-04 00:00:00,2026-08-05 00:00:00,WS-11475,EMP11475,Quick Heal,Phishing URL blocked,MEDIUM,IN_PROGRESS,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,030a16a4d73262c4f6ec9b9e37f6d86190125a4a8210603f39198fd4e728d437,soc.analyst2,Low
EPA00007101,2026-06-09 03:08:17,,VDR-11413,EMP11413,Windows Defender,ransomware_behavior,MEDIUM,N,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,a26fd17128b11f8c82bfe1bac9b1f101ef8a33b5bcc783df807b6e471c09419d,soc.analyst1,LOW
EPA00003250,2026-08-21 00:00:00,2026-08-24 20:02:35,VDR-11822,EMP11822,CrowdStrike,Lateral movement detected,HIGH,R,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,excel.exe,6c63036f17dac0259bd8e204cb34da3cbca8ed47561587bf89d494da60fb440b,admin,
EPA00007831,2026-08-13 03:56:43,2026-08-18 00:56:43,lpt-10100,EMP10100,Defender,ransomware_behavior,MEDIUM,Active,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,explorer.exe,e5d73d1ec14c864896ebce0df3e4e041838c9be395ca1627e46b930eff1f8b99,incident.team,Low
EPA00001209,,,VDR_11989,EMP11989,Carbon Black,Ransomware Activity,CRITICAL,New,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,d0d786f2c47af7905d008d0d90760dac39fbd99576a2d7e4cc45827f4cd0cbc8,admin,H
EPA00003869,2026-08-16 00:08:44,2026-08-18 10:08:44,WS-10518,EMP10518,SYMANTEC,ransomware_behavior,LOW,CLOSED,Process attempted to access sensitive directory.,,excel.exe,,,Medium
EPA00007438,2026-08-07 01:04:24,2026-08-07 07:04:24,WS-12468,EMP12468,Windows Defender,Lateral movement detected,MEDIUM,WIP,User reported machine slowdown after popup. AV alert generated.,,powershell.exe,d6f807eca2d5f045b94450219ea3e119f89c87c5d6129b5d585639da887772d5,,CRITICAL
EPA00004066,2026-08-15 08:40:33,,VDR-11958,EMP11958,SYMANTEC,suspicious_powershell,MEDIUM,R,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,,d4f3aaaa6b52dcb3144b1e9ff300c211180e1,incident.team,
EPA00007081,2026-09-07 21:52:00,2026-09-10 02:52:30,ws-10746,EMP10746,SYMANTEC,Unauthorized USB,CRITICAL,False Positive,Process attempted to access sensitive directory.,,excel.exe,bbb2b83556ba0b09fef3b1cd9986a5da4ac2db9a8bce8c2443e3173248239367,,HIGH
EPA00006297,,2026-09-08 00:00:00,,EMP11050,Carbon Black,Unauthorized USB,MEDIUM,Closed,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,msedge.exe,07d248764ee9882d3f332731159c583b8c5df255100ab08b69a9ee12ea3f5eee,soc.analyst2,HIGH
EPA00001240,2026-08-19 00:00:00,,,EMP12421,CrowdStrike,Unusual admin share access,LOW,New,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,cmd.exe,84e4a85f07379858bac2c89db8914c4ed165c1237e7e573612b9540f813231d6,soc.analyst2,Low
EPA00002290,,,,EMP11809,Carbon Black,Ransomware Activity,LOW,NEW,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,excel.exe,65b12453207a94d44464dad6ee0006aaa,admin,LOW
EPA00002741,2026-09-09 12:08:00,2026-12-09 08:08:03,VDR-12856,EMP12856,SentinelOne,Credential dumping attempt,LOW,WIP,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,msedge.exe,,soc.analyst2,M
EPA00000276,2026-08-06 16:09:00,,ws-11871,EMP11871,Quick Heal,ransomware_behavior,LOW,Not Malicious,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,,ff6219d625d782b12b565315d4fe481e5ebcd54d026a82836c8ef2bd906f3460,incident.team,
EPA00004586,2026-08-02 14:43:00,2026-07-31 00:00:00,WS-11020,EMP11020,SYMANTEC,Phishing URL blocked,MEDIUM,CLOSED,User reported machine slowdown after popup. AV alert generated.,,explorer.exe,829f19beec302815ceac5aad0dd12c228f51e89291b274eff53618b2dbfe6806,unassigned,
EPA00001036,2026-08-18 15:30:57,2026-08-22 04:30:57,VDR-10710,EMP10710,SentinelOne,Phishing URL blocked,LOW,False Positive,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,excel.exe,,incident.team,Medium
EPA00001230,,2026-08-23 21:31:00,WS-11836,EMP11836,Defender,Browser hijack attempt,HIGH,False Positive,Endpoint agent blocked execution. Review required.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,0d4016ac90ac9be5ff197c45ffa84b9887e2f7bea9bce3d471484031f14cfc31,,High
EPA00001009,2026-09-09 00:00:00,2026-09-09 23:45:28,VDR-10246,EMP10246,McAfee,Credential dumping attempt,MEDIUM,WIP,Suspicious script execution observed. Logs attached.,,msedge.exe,d8a60f7189e2cd541c46855e90023,,HIGH
EPA00006751,,,LPT-12294.corp.local,EMP12294,Quick Heal,Lateral movement detected,HIGH,Unassigned,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,python.exe,311f89266ad122a11b1d50fd7fbc94ed70776f9c5c97ce3f77aeb35b633dc0a7,soc.analyst2,High
EPA00005179,2026-05-09 18:23:46,2026-09-08 04:23:00,LPT-10912,EMP10912,Quick Heal,Unusual admin share access,LOW,Active,Alert triggered by abnormal network connection.,,winword.exe,d1d9649763ea4301,admin,CRITICAL
EPA00003829,2026-01-08 17:30:51,2026-08-02 16:30:51,VDR-10354.corp.local,EMP10354,SentinelOne,Lateral movement detected,MEDIUM,N,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,,e0abd6b5a58ff7d99ab300e5cc502fe76a23cef39e04bf587c62a41731ad210e,,
EPA00002533,,2026-08-21 16:16:00,LPT-10670,EMP10670,SentinelOne,Trojan:Win32,MEDIUM,CLOSED,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,python.exe,ee315065dea9d870a400ea75239c7edd096f6569153df808db343223d3f0b6f7,,Medium
EPA00004294,2026-08-02 00:00:00,2026-08-07 16:37:40,LPT-10076,EMP10076,McAfee,USB device blocked,LOW,R,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,explorer.exe,02a038502ba38b9fa7263c3d17aa381c7793bec2574df09891d533650b5b1768,,
EPA00001059,2026-09-06 11:30:00,2026-10-09 06:30:26,WS-12104,EMP12104,SentinelOne,ransomware_behavior,MEDIUM,CLOSED,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,python.exe,914ac78c0c72c966a8e56bdf71921a8cf1024b438aebb919d73fa8450b108a5e,,MEDIUM
EPA00006164,,2026-08-30 13:51:27,WS-11885.corp.local,EMP11885,McAfee,ransomware_behavior,CRITICAL,NEW,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,explorer.exe,f55de23be52f2afd3b882ea4eea7d2a90cbcadd106b69de60627b3b5062d5d49,admin,LOW
EPA00000282,2026-08-05 20:55:00,,WS-10082,EMP10082,Carbon Black,Browser hijack attempt,MEDIUM,FP,User reported machine slowdown after popup. AV alert generated.,,python.exe,,,Medium
EPA00001044,2026-09-07 14:29:01,2026-09-11 11:29:01,WS-10115.corp.local,EMP10115,SentinelOne,Credential dumping attempt,MEDIUM,IN_PROGRESS,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,25a54e0b9a0c6d3f0605efbfefc2674e762a858e6baa0aaafb7dc309d1b29221,incident.team,CRITICAL
EPA00001317,2026-08-06 12:14:13,2026-08-10 13:14:13,LPT-12566.corp.local,EMP12566,Windows Defender,MALWARE_DETECTED,HIGH,IN_PROGRESS,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,winword.exe,fd7345b1fea9b82723ba71,soc.analyst1,Critical
EPA00000969,,2026-08-29 23:35:50,LPT-12635,EMP12635,SYMANTEC,Unusual admin share access,LOW,WIP,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,,532b4612f97fd72de6f5fee7fc09ebf6411b47fb9c44d7caee7dd5889a633140,,Critical
EPA00002382,,2026-08-26 05:58:31,WS_11301,EMP11301,Kaspersky,Trojan:Win32,HIGH,Unassigned,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,powershell.exe,768F8A585AA9364C22EF44ADB8FA443572E976420613A95523253968474FCE56,incident.team,Medium
EPA00006609,2026-08-04 14:34:00,2026-04-08 23:34:37,VDR-11421,EMP11421,SentinelOne,suspicious_powershell,LOW,Unassigned,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,excel.exe,,admin,Critical
EPA00001940,2026-08-27 00:00:00,,WS-10276,EMP10276,McAfee,Unusual admin share access,LOW,IN_PROGRESS,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,winword.exe,b5187f1ef47cff266fefbd36e90e47761802bf02d270c7fb06f9b87079f5b969,,High
EPA00005963,2026-08-16 00:00:00,2026-08-20 20:52:00,LPT-11246,EMP11246,Carbon Black,Ransomware Activity,MEDIUM,O,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,unknown,310e644476fbb7b18f15ad0da2ec480cabdc02fc06d260263c910cd10adbe3b1,unassigned,
EPA00001275,2026-08-13 00:00:00,2026-08-15 22:23:00,VDR-12519,EMP12519,Quick Heal,Phishing URL blocked,MEDIUM,CLOSED,Malicious file blocked. User notified. Need validation.,C:\Windows\System32\drivers\etc\hosts,python.exe,42f49fa285283362814a1601cc5,,HIGH
EPA00000620,2026-08-23 14:41:43,,LPT-12939,EMP12939,Carbon Black,suspicious_powershell,LOW,WIP,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,powershell.exe,2ef535ae1ff44b8a19dddde0d029bb5698d2013e45cfc3e186bbc8b6b978a8a4,admin,HIGH
EPA00006033,,2026-09-01 14:57:00,LPT-10439,EMP10439,SentinelOne,Lateral movement detected,LOW,R,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,msedge.exe,48200ad5b7b6fc439746f745683f1fd91c8933296fc58da73ca9996b5a2fa5d5,,Low
EPA00001743,2026-08-24 21:28:01,2026-08-27 10:28:00,VDR-11694,EMP11694,Quick Heal,Malware detected,MEDIUM,NEW,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,python.exe,a287a4772fbc81342a232b6fa7a72f61539b7a6a24ebc68ebfe055460d7296c4,admin,Low
EPA00001391,2026-08-28 17:47:46,2026-08-31 00:00:00,LPT-10965,EMP10965,SentinelOne,MALWARE_DETECTED,CRITICAL,FP,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,unknown,197be67d9943b42af0ccadcd751c3c210c3eeb7548da31a93a200c8a2dac6743,,H
EPA00006744,,,WS-10606,EMP10606,McAfee,Trojan:Win32,CRITICAL,Not Malicious,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,chrome.exe,da79fa646569aee9a06,soc.analyst2,CRITICAL
EPA00001580,2026-09-05 04:37:08,,VDR-10443,EMP10443,SentinelOne,USB device blocked,LOW,O,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,excel.exe,dbeef67b0c496ddcf86a8d2ec073052599dc98ec297d11559045df308724f1f4,soc.analyst1,
EPA00001656,2026-08-16 00:00:00,,LPT-10302,EMP10302,Kaspersky,Trojan:Win32,MEDIUM,NEW,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,winword.exe,c5597ddfb0c7cad265a32f2d38083c0c44aba32a6a15a72b6da6cc9e53b23746,soc.analyst1,
EPA00003569,2026-08-31 06:34:11,2026-08-31 00:00:00,LPT-11191,EMP11191,SentinelOne,Keylogger suspected,LOW,OPEN,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,excel.exe,,unassigned,Low
EPA00002353,2026-08-11 02:13:00,,VDR-11525,EMP11525,Kaspersky,Browser hijack attempt,LOW,NEW,Process attempted to access sensitive directory.,C:\Users\user\Desktop\salary.xlsx,winword.exe,905478950eb46c8bbb9b0de720b57490bd739a82f4c2fbd82440865636b4454b,,Low
EPA00002213,2026-08-03 20:11:57,2026-08-05 21:11:57,WS-12295,EMP12295,Windows Defender,Suspicious PowerShell Execution,MEDIUM,N,User reported machine slowdown after popup. AV alert generated.,,msedge.exe,88ff3820906a7abd294510ce0a9763ede27bcb50051cb,soc.analyst2,L
EPA00003179,2026-08-25 13:17:08,2026-08-30 00:00:00,WS-11533,EMP11533,Windows Defender,Suspicious PowerShell Execution,MEDIUM,IN_PROGRESS,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,chrome.exe,ffd6c82958e9f4a0bcb24584728084b7c3c9444b6ebdf33cd1a6310046ce19e3,admin,H
EPA00003193,2026-08-26 12:09:06,,WS-12605,EMP12605,Defender,Keylogger suspected,HIGH,New,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,,d02b0d0397fcacf5036a33aa90a41d7d6d,,L
EPA00001308,2026-09-01 00:00:00,2026-01-09 22:03:13,LPT-10551,EMP10551,SYMANTEC,Unauthorized USB,MEDIUM,Resolved,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,,soc.analyst1,MEDIUM
EPA00000576,2026-08-23 05:23:55,2026-08-26 05:23:55,VDR_10328,EMP10328,SYMANTEC,Unusual admin share access,LOW,Active,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,powershell.exe,275fb9eb3ef1e43cd9746cbbefd9f99b1334253e065c3bb72a11c45928231327,unassigned,Medium
EPA00002361,2026-08-28 20:37:00,2026-08-31 02:37:05,VDR_11482,EMP11482,McAfee,USB device blocked,HIGH,Resolved,Endpoint agent blocked execution. Review required.,,msedge.exe,1a9d7cea556ec22,,Low
EPA00005803,2026-01-08 07:31:09,2026-08-05 00:00:00,VDR_10251,EMP10251,Carbon Black,Unauthorized USB,MEDIUM,OPEN,Alert generated from heuristic engine. Possible false positive.,,powershell.exe,,soc.analyst2,
EPA00001281,2026-08-29 12:03:31,,WS-12165,EMP12165,Kaspersky,Browser hijack attempt,LOW,Unassigned,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,winword.exe,fa3d70e0e39c55a8b752,admin,
EPA00006738,2026-08-14 00:00:00,2026-08-18 20:59:00,,EMP11213,SYMANTEC,Unusual admin share access,CRITICAL,CLOSED,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,,,,LOW
EPA00004958,2026-09-02 18:24:00,2026-09-06 17:24:00,WS-12666,EMP12666,Quick Heal,Malware detected,MEDIUM,False Positive,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,,,MEDIUM
EPA00006850,2026-07-09 00:59:05,2026-09-11 00:00:00,WS-11067.corp.local,EMP11067,Windows Defender,Malware detected,MEDIUM,FP,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,,d6f90f64456d3f51739a656a43cf97dba1a2141e530046b8e8b2fd810db3955e,incident.team,Medium
EPA00005725,2026-08-22 09:32:57,2026-08-22 09:32:00,VDR-12604,EMP12604,Quick Heal,Phishing URL blocked,HIGH,IN_PROGRESS,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,unknown,91760409a095e7472dc592d00725c44225e58ef026d1e4bf43853f9223baeb7c,unassigned,CRITICAL
